State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,
FL,St Lucie,St. Lucie Co,3/24/19,,"$14,735","$14,735","$5,068",,,,"$1,643",$266,$642,$236,$351,"$6,529",,FL,St Lucie,St. Lucie Co,,"$9,583","$9,583","$3,695",,,,"$1,466",$185,$419,$164,$315,"$3,339",,FL,St Lucie,St. Lucie Co,,"$6,970","$6,970","$5,614",,,,,,$516,$313,$527,,,FL,St Lucie,St. Lucie Co,,"$4,041","$4,041","$2,907",,,,,,$643,$180,$311,,,FL,St Lucie,St. Lucie Co,,"$1,059","$1,059",$863,,,,,,$73,$52,$71,,,,,,,,,,,,,,,
FL,Sarasota,Sarasota Co,3/24/19,,"$17,284","$12,533","$4,734","$2,720","$2,031",,"$2,719",$683,$452,$281,$623,"$2,032","$1,009",FL,Sarasota,Sarasota Co,,"$11,586","$8,260","$3,116","$1,904","$1,422",,"$2,137",$537,$357,$222,$623,$474,$794,FL,Sarasota,Sarasota Co,,"$11,206","$10,256","$7,162",$544,$406,,,,$592,$368,$815,,"$1,319",FL,Sarasota,Sarasota Co,,"$8,069","$7,119","$4,327",$544,$406,,,,$340,$211,$467,,"$1,774",FL,Sarasota,Sarasota Co,,"$3,414","$2,464","$1,984",$544,$406,,,,$92,$57,$126,,$205,,,,,,,,,,,,,
FL,Sarasota,North Port,3/24/19,,"$5,263","$5,113","$1,928",,$150,,$559,,$207,$195,$144,"$2,032",$48,FL,Sarasota,North Port,,"$2,523","$2,434","$1,309",,$89,,$329,,$122,$115,$85,$474,,FL,Sarasota,North Port,,"$3,744","$3,640","$2,919",,$104,,,,$252,$238,$176,,$55,FL,Sarasota,North Port,,"$2,502","$2,453","$2,094",,$49,,,,$122,$115,$85,,$37,FL,Sarasota,North Port,,"$1,459","$1,459","$1,243",,,,,,$82,$77,$57,,,,,,,,,,,,,,,
FL,Seminole,Seminole Co,3/24/19,,"$10,497","$10,497","$1,271",,,,,$54,$172,,,"$9,000",,FL,Seminole,Seminole Co,,"$8,175","$8,175",$849,,,,,$54,$172,,,"$7,100",,FL,Seminole,Seminole Co,,"$4,656","$4,656","$4,496",,,,,,$160,,,,,FL,Seminole,Seminole Co,,"$2,392","$2,392","$2,320",,,,,,$72,,,,,FL,Seminole,Seminole Co,,$950,$950,$944,,,,,,$6,,,,,,,,,,,,,,,,,
FL,Seminole,Altamonte Springs,8/18/12,,"$10,497","$10,497","$1,271",,,,,$54,$172,,,"$9,000",,FL,Seminole,Altamonte Springs,,"$8,175","$8,175",$849,,,,,$54,$172,,,"$7,100",,FL,Seminole,Altamonte Springs,,"$4,397","$4,397","$3,744",,,,,,$160,$493,,,,FL,Seminole,Altamonte Springs,,"$1,523","$1,523","$1,176",,,,,,$72,$275,,,,FL,Seminole,Altamonte Springs,,$820,$820,$725,,,,,,$6,$89,,,,,,,,,,,,,,,,
FL,Seminole,Winter Springs,3/24/19,,"$10,497","$10,497","$1,271",,,,,$54,$172,,,"$9,000",,FL,Seminole,Winter Springs,,"$8,175","$8,175",$849,,,,,$54,$172,,,"$7,100",,FL,Seminole,Winter Springs,,"$6,679","$6,679","$4,298",,,,,,"$1,264",$355,$762,,,FL,Seminole,Winter Springs,,"$7,156","$7,156","$4,775",,,,,,"$1,264",$355,$762,,,FL,Seminole,Winter Springs,,"$5,785","$5,785","$3,404",,,,,,"$1,264",$355,$762,,,,,,,,,,,,,,,
FL,Sumter,Sumter Co,3/24/19,,"$2,997","$2,997","$2,600",,,,,,$397,,,,,FL,Sumter,Sumter Co,,"$2,176","$2,176","$1,779",,,,,,$397,,,,,FL,Sumter,Sumter Co,,"$4,147","$4,147","$3,637",,,,,,$510,,,,,FL,Sumter,Sumter Co,,"$3,389","$3,389","$3,269",,,,,,$120,,,,,FL,Sumter,Sumter Co,,"$1,674","$1,674","$1,584",,,,,,$90,,,,,,,,,,,,,,,,,
FL,Volusia,Volusia Co,3/24/19,,"$8,145","$8,145","$4,034",,,,$203,$250,$300,,$358,"$3,000",,FL,Volusia,Volusia Co,,"$6,318","$6,318","$2,410",,,,$250,,$300,,$358,"$3,000",,FL,Volusia,Volusia Co,,"$6,390","$6,390","$6,390",,,,,,,,,,,FL,Volusia,Volusia Co,,"$3,970","$3,970","$3,970",,,,,,,,,,,FL,Volusia,Volusia Co,,"$2,020","$2,020","$2,020",,,,,,,,,,,,,,,,,,,,,,,
FL,Volusia,Daytona Beach,7/20/19,,"$9,463","$6,449",$372,"$1,296","$1,718",,"$1,708",,$236,$401,$732,"$3,000",,FL,Volusia,Daytona Beach,,"$9,187","$6,173",$351,"$1,296","$1,718",,"$1,567",,$216,$367,$672,"$3,000",,FL,Volusia,Daytona Beach,,"$3,514","$3,366",$956,$107,$41,,,,$415,$705,"$1,290",,,FL,Volusia,Daytona Beach,,"$2,089","$1,941",$396,$107,$41,,,,$266,$452,$827,,,FL,Volusia,Daytona Beach,,"$1,377","$1,229",$250,$107,$41,,,,$169,$286,$524,,,,,,,,,,,,,,,
FL,Volusia,Deland,3/24/19,,"$7,435","$3,000","$2,174",$109,$381,,"$1,410",,$82,$112,$167,"$3,000",,FL,Volusia,Deland,,"$6,724","$3,000","$2,174",$109,$381,,$820,,$79,$49,$112,"$3,000",,FL,Volusia,Deland,,"$7,453","$6,963","$6,390",$109,$381,,,,$22,$30,$521,,,FL,Volusia,Deland,,"$4,812","$4,322","$3,970",$109,$381,,,,$22,$30,$300,,,FL,Volusia,Deland,,"$2,779","$2,289","$2,020",$109,$381,,,,$51,$15,$203,,,,,,,,,,,,,,,
FL,Volusia,Deltona,3/24/19,,"$5,972","$5,972","$1,044",,,,"$1,539",,$123,$63,$203,"$3,000",,FL,Volusia,Deltona,,"$5,972","$5,972","$1,044",,,,"$1,539",,$123,$63,$203,"$3,000",,FL,Volusia,Deltona,,"$8,537","$8,537","$8,537",,,,,,,,,,,FL,Volusia,Deltona,,"$5,238","$5,238","$5,238",,,,,,,,,,,FL,Volusia,Deltona,,"$2,741","$2,741","$2,741",,,,,,,,,,,,,,,,,,,,,,,
FL,Volusia,Ormond Beach,3/24/19,,"$7,656","$3,706",$90,"$2,000","$1,950",$69,$547,,,,,"$3,000",,FL,Volusia,Ormond Beach,,"$6,729","$5,937","$2,500",$467,$325,$21,$416,,,,,"$3,000",,FL,Volusia,Ormond Beach,,"$7,537","$6,905","$6,829",$320,$312,$76,,,,,,,,FL,Volusia,Ormond Beach,,"$4,789","$4,157","$4,095",$320,$312,$62,,,,,,,,FL,Volusia,Ormond Beach,,"$2,775","$2,143","$2,074",$320,$312,$69,,,,,,,,,,,,,,,,,,,,
FL,Volusia,Port Orange,3/24/19,,"$8,792","$5,697",$902,"$1,555","$1,540",,"$1,525",,$270,,,"$3,000",,FL,Volusia,Port Orange,,"$8,468","$5,373",$665,"$1,555","$1,540",,"$1,438",,$270,,,"$3,000",,FL,Volusia,Port Orange,,"$3,388","$1,730","$1,415","$1,555",$103,$115,,,$200,,,,,FL,Volusia,Port Orange,,"$3,022","$1,364","$1,049","$1,555",$103,$115,,,$200,,,,,FL,Volusia,Port Orange,,"$2,630",$972,$657,"$1,555",$103,$115,,,$200,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Cherokee,Canton,2/23/19,,"$2,037","$2,037",$681,,,,"$1,016",,$286,$54,,,,GA,Cherokee,Canton,,"$2,037","$2,037",$681,,,,"$1,016",,$286,$54,,,,GA,Cherokee,Canton,,$668,$668,$446,,,,$0,,$187,$35,,,,GA,Cherokee,Canton,,"$1,328","$1,328",$885,,,,$0,,$373,$70,,,,GA,Cherokee,Canton,,$924,$924,$616,,,,$0,,$259,$49,,,,,,,,,,,,,,,,
GA,Cherokee,Cherokee Co,2/23/19,,"$1,954","$1,954",$590,,,,$284,$281,$539,$260,,,,GA,Cherokee,Cherokee Co,,"$1,777","$1,777",$413,,,,$284,$281,$539,$260,,,,GA,Cherokee,Cherokee Co,,"$1,338","$1,338",$845,,,,,,$325,$168,,,,GA,Cherokee,Cherokee Co,,"$1,611","$1,611",$631,,,,,,$646,$334,,,,GA,Cherokee,Cherokee Co,,"$1,082","$1,082",$399,,,,,,$450,$233,,,,,,,,,,,,,,,,
GA,Effingham,Effingham Co,2/23/19,,"$4,600",,,"$2,000","$2,600",,,,,,,,,GA,Effingham,Effingham Co,,"$3,038",,,"$1,322","$1,716",,,,,,,,,GA,Effingham,Effingham Co,,$0,,,,,,,,,,,,,GA,Effingham,Effingham Co,,$0,,,$0,$0,,,,,,,,,GA,Effingham,Effingham Co,,$0,,,$0,$0,,,,,,,,,,,,,,,,,,,,,
GA,Forsyth,Forsyth Co,2/23/19,,"$3,804","$3,804","$1,968",,,,"$1,178",$148,$510,,,,,GA,Forsyth,Forsyth Co,,"$2,259","$2,259","$1,247",,,,$748,$94,$170,,,,,GA,Forsyth,Forsyth Co,,$532,$532,,,,,,,$532,,,,,GA,Forsyth,Forsyth Co,,$227,$227,,,,,,,$227,,,,,GA,Forsyth,Forsyth Co,,$100,$100,,,,,,,$100,,,,,,,,,,,,,,,,,
GA,Fulton,Alpharetta,2/24/19,,"$6,495","$6,495","$1,403",,,,"$4,963",,$129,,,,,GA,Fulton,Alpharetta,,"$6,495","$6,495","$1,403",,,,"$4,963",,$129,,,,,GA,Fulton,Alpharetta,,"$1,450","$1,450","$1,350",,,,,,$100,,,,,GA,Fulton,Alpharetta,,$620,$620,$430,,,,,,$190,,,,,GA,Fulton,Alpharetta,,$400,$400,$270,,,,,,$130,,,,,,,,,,,,,,,,,
GA,Fulton,Atlanta,8/31/15,,"$1,544","$1,544",$987,,,,$410,,$114,$33,,,,GA,Fulton,Atlanta,,$992,$992,$470,,,,$285,,$158,$79,,,,GA,Fulton,Atlanta,,"$1,983","$1,983","$1,189",,,,$584,,$163,$47,,,,GA,Fulton,Atlanta,,"$1,935","$1,935","$1,608",,,,$241,,$67,$19,,,,GA,Fulton,Atlanta,,"$1,255","$1,255","$1,025",,,,$169,,$47,$14,,,,,,,,,,,,,,,,
GA,Fulton,Roswell,2/24/19,,"$2,902","$2,902","$1,514",,,,$501,,$821,,,,$66,GA,Fulton,Roswell,,"$1,844","$1,844",$964,,,,$318,,$521,,,,$41,GA,Fulton,Roswell,,"$3,033","$3,033","$2,718",,,,,,$260,,,,$55,GA,Fulton,Roswell,,"$1,526","$1,526","$1,176",,,,,,$320,,,,$30,GA,Fulton,Roswell,,"$1,065","$1,065",$865,,,,,,$180,,,,$20,,,,,,,,,,,,,
GA,Hall,Hall Co,2/24/19,,"$1,242","$1,242",,,,,,,,,,,"$1,242",GA,Hall,Hall Co,,"$1,242","$1,242",,,,,,,,,,,"$1,242",GA,Hall,Hall Co,,$86,$86,,,,,,,,,,,$86,GA,Hall,Hall Co,,$172,$172,,,,,,,,,,,$172,GA,Hall,Hall Co,,$119,$119,,,,,,,,,,,$119,,,,,,,,,,,,,
GA,Henry,Henry Co,2/24/19,,"$1,662","$1,662",,,,,,,,,,,"$1,662",GA,Henry,Henry Co,,"$1,662","$1,662",,,,,,,,,,,"$1,662",GA,Henry,Henry Co,,$361,$361,,,,,,,,,,,$361,GA,Henry,Henry Co,,"$1,225","$1,225",,,,,,,,,,,"$1,225",GA,Henry,Henry Co,,$499,$499,,,,,,,,,,,$499,,,,,,,,,,,,,
GA,Henry,McDonough,2/24/19,,"$1,105","$1,105",,,,,,,,,,,"$1,105",GA,Henry,McDonough,,"$1,105","$1,105",,,,,,,,,,,"$1,105",GA,Henry,McDonough,,$344,$344,,,,,,,,,,,$344,GA,Henry,McDonough,,$684,$684,,,,,,,,,,,$684,GA,Henry,McDonough,,$476,$476,,,,,,,,,,,$476,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,Honolulu,Honolulu,2/10/19,,"$6,520","$6,520","$1,836",,,,,,,,,"$4,684",,HI,Honolulu,Honolulu,,"$5,344","$5,344","$1,245",,,,,,,,,"$4,099",,HI,Honolulu,Honolulu,,"$4,053","$4,053","$4,053",,,,,,,,,,,HI,Honolulu,Honolulu,,"$3,403","$3,403","$3,403",,,,,,,,,,,HI,Honolulu,Honolulu,,"$2,019","$2,019","$2,019",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Ada,Boise,2/10/19,,"$5,077","$5,077","$3,073",,,,"$1,248",,$517,$239,,,,ID,Ada,Boise,,"$2,828","$2,828","$1,506",,,,$823,,$342,$157,,,,ID,Ada,Boise,,"$7,563","$7,563","$7,020",,,,,,$243,$300,,,,ID,Ada,Boise,,"$4,010","$4,010","$3,570",,,,,,$315,$125,,,,ID,Ada,Boise,,"$2,152","$2,152","$2,080",,,,,,$36,$36,,,,,,,,,,,,,,,,
ID,Kootenai,Post Falls,2/10/19,,"$11,539","$2,972","$1,037","$3,432","$5,135",,"$1,562",,,$373,,,,ID,Kootenai,Post Falls,,"$8,317","$2,644",$878,$538,"$5,135",,"$1,425",,,$341,,,,ID,Kootenai,Post Falls,,"$3,720","$2,560","$1,760",$338,$822,,,,,$800,,,,ID,Kootenai,Post Falls,,"$2,130",$970,$680,$338,$822,,,,,$290,,,,ID,Kootenai,Post Falls,,"$1,780",$620,$420,$338,$822,,,,,$200,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,DeKalb,DeKalb (city),2/27/19,,"$4,622","$4,622",,,,,"$3,435",,,,,"$1,187",,IL,DeKalb,DeKalb (city),,"$2,108","$2,108",,,,,"$1,907",,,,,$201,,IL,DeKalb,DeKalb (city),,,,,,,,,,,,,,,IL,DeKalb,DeKalb (city),,,,,,,,,,,,,,,IL,DeKalb,DeKalb (city),,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,DuPage,DuPage County,2/27/19,,$624,$624,$624,,,,,,,,,,,IL,DuPage,DuPage County,,$564,$564,$564,,,,,,,,,,,IL,DuPage,DuPage County,,$916,$916,$916,,,,,,,,,,,IL,DuPage,DuPage County,,"$2,114","$2,114","$2,114",,,,,,,,,,,IL,DuPage,DuPage County,,"$1,049","$1,049","$1,049",,,,,,,,,,,,,,,,,,,,,,,
IL,Kane,Kane County,2/27/19,,"$1,842","$1,842","$1,842",,,,,,,,,,,IL,Kane,Kane County,,"$1,131","$1,131","$1,131",,,,,,,,,,,IL,Kane,Kane County,,"$4,413","$4,413","$4,413",,,,,,,,,,,IL,Kane,Kane County,,"$2,717","$2,717","$2,717",,,,,,,,,,,IL,Kane,Kane County,,"$1,769","$1,769","$1,769",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Hamilton,Fishers,3/1/19,,"$6,342","$3,942","$2,275",,"$2,400",,"$1,667",,,,,,,IN,Hamilton,Fishers,,"$4,486","$2,806","$1,572",,"$1,680",,"$1,234",,,,,,,IN,Hamilton,Fishers,,"$8,689","$7,121","$7,121",,"$1,568",,,,,,,,,IN,Hamilton,Fishers,,"$3,210","$2,610","$2,610",,$600,,,,,,,,,IN,Hamilton,Fishers,,"$1,782","$1,652","$1,652",,$130,,,,,,,,,,,,,,,,,,,,,
IN,Hamilton,Noblesville,3/1/19,,"$6,653","$3,938","$2,392",,"$2,715",,"$1,546",,,,,,,IN,Hamilton,Noblesville,,"$5,692","$2,977","$1,663",,"$2,715",,"$1,314",,,,,,,IN,Hamilton,Noblesville,,"$7,971","$7,085","$7,085",,$886,,$0,,,,,,,IN,Hamilton,Noblesville,,,"-$1,051","$2,753",,"$1,051",,,,,,,,,IN,Hamilton,Noblesville,,"$1,743","$1,743","$1,743",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Johnson,Lenexa,3/1/19,,"$4,178","$4,178","$2,553",,,"$1,066",$484,,,,,,$75,KS,Johnson,Lenexa,,"$2,383","$2,383","$1,048",,,$775,$484,,,,,,$75,KS,Johnson,Lenexa,,"$4,652","$4,652","$3,073",,,"$1,292",$121,,,,,,$165,KS,Johnson,Lenexa,,"$2,973","$2,973","$1,395",,,"$1,292",$121,,,,,,$165,KS,Johnson,Lenexa,,"$3,034","$3,034","$1,620",,,"$1,292",$121,,,,,,,,,,,,,,,,,,,
KS,Johnson,Olathe,3/1/19,,"$12,320","$2,902","$2,382","$4,450","$4,968",,$520,,,,,,,KS,Johnson,Olathe,,"$6,929","$1,344",$824,"$2,685","$2,900",,$520,,,,,,,KS,Johnson,Olathe,,"$3,206","$1,947","$1,817",$605,$654,,$130,,,,,,,KS,Johnson,Olathe,,"$2,479","$1,220","$1,090",$605,$654,,$130,,,,,,,KS,Johnson,Olathe,,"$3,146","$1,887","$1,817",$605,$654,,$70,,,,,,,,,,,,,,,,,,,
KS,Johnson,Overland Park,3/26/19,,"$2,341","$2,341","$2,341",,,,,,,,,,,KS,Johnson,Overland Park,,$780,$780,$780,,,,,,,,,,,KS,Johnson,Overland Park,,"$1,433","$1,433","$1,433",,,,,,,,,,,KS,Johnson,Overland Park,,$860,$860,$860,,,,,,,,,,,KS,Johnson,Overland Park,,"$1,433","$1,433","$1,433",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,E Baton Rouge,Baton Rouge,3/3/19,,"$2,910",$760,$760,,"$2,150",,,,,,,,,LA,E Baton Rouge,Baton Rouge,,"$1,845",$660,$660,,"$1,185",,,,,,,,,LA,E Baton Rouge,Baton Rouge,,"$1,652","$1,044","$1,044",,$608,,,,,,,,,LA,E Baton Rouge,Baton Rouge,,"$1,403",$795,$795,,$608,,,,,,,,,LA,E Baton Rouge,Baton Rouge,,"$1,111",$503,$503,,$608,,,,,,,,,,,,,,,,,,,,,
LA,St Tammany,St Tammany Parish,3/3/19,,"$2,191","$2,191","$1,077",,,"$1,114",,,,,,,,LA,St Tammany,St Tammany Parish,,"$1,039","$1,039",$598,,,$441,,,,,,,,LA,St Tammany,St Tammany Parish,,"$2,401","$2,401","$1,681",,,$720,,,,,,,,LA,St Tammany,St Tammany Parish,,"$2,798","$2,798","$2,078",,,$720,,,,,,,,LA,St Tammany,St Tammany Parish,,"$1,570","$1,570","$1,030",,,$540,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Anne Arundel,Anne Arundel Co,3/17/19,,"$21,856","$13,390","$4,616",,"$8,466",,,,,$308,,"$8,466",,MD,Anne Arundel,Anne Arundel Co,,"$10,304","$10,304","$3,605",,,,,,,$242,,"$6,457",,MD,Anne Arundel,Anne Arundel Co,,"$9,449","$9,449","$8,337",$0,,,,,,"$1,112",,,,MD,Anne Arundel,Anne Arundel Co,,"$7,320","$7,320","$6,930",$0,$0,,,,,$390,,,,MD,Anne Arundel,Anne Arundel Co,,"$5,131","$5,131","$4,948",$0,$0,,,,,$183,,,,,,,,,,,,,,,,
MD,Calvert,Calvert Co,3/1/7/19,,"$21,350","$12,950","$3,500","$3,000","$5,400",,"$1,300",,,,,"$7,800",$350,MD,Calvert,Calvert Co,,"$9,710","$7,750","$3,500",$700,"$1,260",,"$1,300",,,,,"$2,600",$350,MD,Calvert,Calvert Co,,"$1,454",$110,,$480,$864,,,,,,,,$110,MD,Calvert,Calvert Co,,"$1,454",$110,,$480,$864,,,,,,,,$110,MD,Calvert,Calvert Co,,"$1,454",$110,,$480,$864,,,,,,,,$110,,,,,,,,,,,,,
MD,Carroll,Carroll Co,3/17/19,,$533,$533,,,,,$533,,,,,,,MD,Carroll,Carroll Co,,$530,$530,,,,,$530,,,,,,,MD,Carroll,Carroll Co,,,,,,,,,,,,,,,MD,Carroll,Carroll Co,,,,,,,,,,,,,,,MD,Carroll,Carroll Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Charles,Charles Co,3/17//19,,"$25,006","$12,097",,"$4,496","$8,413",,,,,,,"$12,097",,MD,Charles,Charles Co,,"$11,181","$8,730",,"$1,049","$1,402",,,,,,,"$8,730",,MD,Charles,Charles Co,,"$2,065",,,$719,"$1,346",,,,,,,,,MD,Charles,Charles Co,,"$2,065",,,$719,"$1,346",,,,,,,,,MD,Charles,Charles Co,,"$2,065",,,$719,"$1,346",,,,,,,,,,,,,,,,,,,,,
MD,Frederick,Frederick Co,3/17/19,,"$28,169","$15,515",,"$5,282","$7,372",,,$768,,,,"$14,747",,MD,Frederick,Frederick Co,,"$6,676","$6,676",,,,,,$385,,,,"$6,291",,MD,Frederick,Frederick Co,,"$1,265",,,$528,$737,,,,,,,,,MD,Frederick,Frederick Co,,"$1,265",,,$528,$737,,,,,,,,,MD,Frederick,Frederick Co,,"$1,265",,,$528,$737,,,,,,,,,,,,,,,,,,,,,
MD,Harford,Harford Co,3/18/19,,"$6,000","$6,000",,,,,,,,,,"$6,000",,MD,Harford,Harford Co,,"$1,200","$1,200",,,,,,,,,,"$1,200",,MD,Harford,Harford Co,,,,,,,,,,,,,,,MD,Harford,Harford Co,,,,,,,,,,,,,,,MD,Harford,Harford Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Howard,Howard Co,3/18/19,,"$2,300","$2,300","$2,300",,,,,,,,,,,MD,Howard,Howard Co,,"$1,150","$1,150","$1,150",,,,,,,,,,,MD,Howard,Howard Co,,"$1,150","$1,150","$1,150",,,,,,,,,,,MD,Howard,Howard Co,,"$1,150","$1,150","$1,150",,,,,,,,,,,MD,Howard,Howard Co,,$590,$590,$590,,,,,,,,,,,,,,,,,,,,,,,
MD,Montgomery,Montgomery Co,3/18/19,,"$48,776","$43,686","$20,624","$2,240","$2,850",,,,,,,"$23,062",,MD,Montgomery,Montgomery Co,,"$35,094","$33,058","$13,121",$896,"$1,140",,,,,,,"$19,937",,MD,Montgomery,Montgomery Co,,"$17,632","$16,820","$16,820",$352,$460,,,,,,,,,MD,Montgomery,Montgomery Co,,"$19,662","$18,850","$18,850",$352,$460,,,,,,,,,MD,Montgomery,Montgomery Co,,"$10,232","$9,420","$9,420",$352,$460,,,,,,,,,,,,,,,,,,,,,
MD,Queen Anne's,Queen Anne's Co,3/18/19,,"$10,580","$10,580",,,,,$940,,$980,,,"$8,660",,MD,Queen Anne's,Queen Anne's Co,,"$5,290","$5,290",,,,,$470,,$490,,,"$4,330",,MD,Queen Anne's,Queen Anne's Co,,$980,$980,,,,,,,$980,,,,,MD,Queen Anne's,Queen Anne's Co,,"$1,710","$1,710",,,,,,,"$1,710",,,,,MD,Queen Anne's,Queen Anne's Co,,"$1,010","$1,010",,,,,,,"$1,010",,,,,,,,,,,,,,,,,
MD,St. Mary's,St. Mary's Co,3/18/19,,"$6,280","$6,280","$1,312",,,,$184,,,,,"$4,784",,MD,St. Mary's,St. Mary's Co,,"$6,071","$6,071","$1,268",,,,$178,,,,,"$4,625",,MD,St. Mary's,St. Mary's Co,,,,,,,,,,,,,,,MD,St. Mary's,St. Mary's Co,,,,,,,,,,,,,,,MD,St. Mary's,St. Mary's Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Clay/Jackson,Kansas City,3/3/19,,$711,$711,$711,,,,,,,,,,,MO,Clay/Jackson,Kansas City,,$435,$435,$435,,,,,,,,,,,MO,Clay/Jackson,Kansas City,,"$1,458","$1,458","$1,458",,,,,,,,,,,MO,Clay/Jackson,Kansas City,,"$1,490","$1,490","$1,490",,,,,,,,,,,MO,Clay/Jackson,Kansas City,,$647,$647,$647,,,,,,,,,,,,,,,,,,,,,,,
MO,Jackson,Lee's Summit,3/3/19,,"$1,088","$1,088","$1,088",,,,,,,,,,,MO,Jackson,Lee's Summit,,"$1,088","$1,088","$1,088",,,,,,,,,,,MO,Jackson,Lee's Summit,,$750,$750,$750,,,,,,,,,,,MO,Jackson,Lee's Summit,,"$1,000","$1,000","$1,000",,,,,,,,,,,MO,Jackson,Lee's Summit,,"$1,000","$1,000","$1,000",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,Gallatin,Bozeman,2/10/19,,"$16,983","$4,963","$4,628","$6,369","$5,651",,,,$335,,,,,MT,Gallatin,Bozeman,,"$4,323","$3,332","$3,141",$662,$329,,,,$191,,,,,MT,Gallatin,Bozeman,,"$12,083","$11,202","$10,780",$516,$365,,,,$423,,,,,MT,Gallatin,Bozeman,,"$5,923","$5,043","$4,666",$516,$365,,,,$376,,,,,MT,Gallatin,Bozeman,,"$3,861","$2,980","$2,949",$516,$365,,,,$31,,,,,,,,,,,,,,,,,
,,,,"Single-Family Unit (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family Unit (2 bedroom, 1,000 sq. ft. unit, density of 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240 unit complex)",,,,,,,,,,,,,,,,,"Retail per 1,000 sq. ft. (100,001 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office per 1,000 sq. ft. (100,001 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial per 1,000 sq. ft. (100,001 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,,,,,,,,,,
